time,angle,angle_raw,outlier,angle_smooth,segment,airborne,angle_leg,angle_torso,n_skis,body_inclination,ski_inclination,knee_angle,hip_angle,view,ski_v_angle_2d,confidence,shot,frame,pose_method,camera_motion_px,joint_angles_2d.left_elbow,joint_angles_2d.right_elbow,joint_angles_2d.left_shoulder,joint_angles_2d.right_shoulder,joint_angles_2d.left_wrist,joint_angles_2d.right_wrist,joint_angles_2d.left_hip,joint_angles_2d.right_hip,joint_angles_2d.left_knee,joint_angles_2d.right_knee,joint_angles_2d.left_ankle,joint_angles_2d.right_ankle,joint_angles_2d.neck,joint_angles_3d.left_elbow,joint_angles_3d.right_elbow,joint_angles_3d.left_shoulder,joint_angles_3d.right_shoulder,joint_angles_3d.left_wrist,joint_angles_3d.right_wrist,joint_angles_3d.left_hip,joint_angles_3d.right_hip,joint_angles_3d.left_knee,joint_angles_3d.right_knee,joint_angles_3d.left_ankle,joint_angles_3d.right_ankle,joint_angles_3d.neck,posture_3d.leg_spread,posture_3d.arm_spread,posture_3d.trunk_twist,posture_3d.head_to_trunk,posture_3d.ankle_separation_m,posture_3d.knee_separation_m,posture_3d.wrist_separation_m,posture_3d.hand_to_hip_l_m,posture_3d.hand_to_hip_r_m,posture_3d.body_length_m,relative_to_ski_2d.body_line,relative_to_ski_2d.leg_line,relative_to_ski_2d.trunk,relative_to_ski_2d.head,relative_to_ski_2d.upper_arm_l,relative_to_ski_2d.upper_arm_r,relative_to_ski_2d.forearm_l,relative_to_ski_2d.forearm_r,relative_to_ski_2d.thigh_l,relative_to_ski_2d.thigh_r,relative_to_ski_2d.shank_l,relative_to_ski_2d.shank_r,relative_to_ski_2d.foot_l,relative_to_ski_2d.foot_r,segment_inclination_2d.body_line,segment_inclination_2d.leg_line,segment_inclination_2d.trunk,segment_inclination_2d.head,segment_inclination_2d.upper_arm_l,segment_inclination_2d.upper_arm_r,segment_inclination_2d.forearm_l,segment_inclination_2d.forearm_r,segment_inclination_2d.thigh_l,segment_inclination_2d.thigh_r,segment_inclination_2d.shank_l,segment_inclination_2d.shank_r,segment_inclination_2d.foot_l,segment_inclination_2d.foot_r,distances_rel_2d.shoulder_width,distances_rel_2d.hip_width,distances_rel_2d.ankle_separation,distances_rel_2d.knee_separation,distances_rel_2d.wrist_separation,distances_rel_2d.hand_to_hip_l,distances_rel_2d.hand_to_hip_r,distances_rel_2d.head_to_shoulder,center_of_mass_vs_ski.along_ski_from_ankles,center_of_mass_vs_ski.above_ski,skis.v_angle_2d,skis.axis_inclination_2d,skis.visible_length_rel,skis
22.0,22.84,22.84,False,24.2,0,True,35.25,3.94,1,30.8,8.0,167.7,142.3,side,0.0,0.882,1,1320,full,,,172.8,,9.6,,170.9,,140.4,,164.5,,149.8,153.7,164.6,167.2,12.1,44.8,156.1,112.6,145.4,136.3,177.7,153.2,127.8,105.4,151.6,13.3,37.6,3.0,74.6,0.431,0.323,0.511,0.069,0.352,1.208,22.8,35.2,3.9,-22.3,,7.3,,0.1,,-42.0,,-26.4,-41.5,-80.7,30.8,43.3,11.9,-14.3,,-179.3,,-172.1,,-130.0,,-145.6,-33.5,-72.7,0.069,0.056,0.126,0.054,0.076,0.087,0.107,0.193,0.59,0.309,0.0,8.0,0.906,
22.1,25.56,25.56,False,22.84,0,True,36.49,9.42,1,30.1,4.5,170.4,148.1,side,0.0,1.0,1,1326,track,,175.3,168.0,7.0,14.1,178.6,169.8,147.8,148.4,169.4,171.3,142.6,128.5,152.0,155.3,162.1,18.8,24.5,154.7,102.2,151.6,141.3,178.1,157.2,130.4,105.0,138.9,34.1,21.9,12.1,83.1,0.535,0.442,0.357,0.052,0.188,1.181,25.6,36.5,9.4,-18.6,-4.4,6.7,-9.1,-5.2,-43.6,-38.9,-33.0,-30.2,-62.7,-71.5,30.1,41.0,14.0,-14.0,-171.1,177.8,-166.3,-170.2,-131.9,-136.5,-142.4,-145.2,-58.1,-66.9,0.06,0.027,0.056,0.01,0.009,0.042,0.072,0.197,0.575,0.327,0.0,4.5,1.758,
22.2,19.48,19.48,False,19.48,0,True,24.93,11.99,1,28.0,8.5,173.0,170.3,side,0.0,0.75,1,1332,track,,,178.7,,16.0,,177.6,,167.0,,177.5,,151.0,145.2,110.3,157.0,9.6,19.7,68.5,104.3,169.7,163.3,162.2,169.0,151.4,108.0,124.0,8.1,25.9,2.2,98.1,0.134,0.182,0.489,0.385,0.177,1.211,,,12.0,-22.8,,6.4,,7.6,,-22.6,,-25.1,,-76.1,,,20.5,-14.3,,-177.9,,-179.1,,-148.9,,-146.4,,-67.6,0.058,0.023,0.022,0.065,0.306,0.27,0.128,0.149,0.608,0.241,0.0,8.5,1.422,
22.3,15.15,15.15,False,15.15,0,True,22.28,3.57,1,28.0,12.8,173.4,158.9,side,0.0,1.0,1,1338,track,,176.7,167.5,8.3,7.6,175.4,171.8,166.7,151.0,167.7,179.1,97.4,121.7,151.5,164.7,167.4,10.0,22.6,153.0,142.5,155.0,136.9,167.9,158.3,97.7,93.3,138.7,15.3,27.9,8.9,82.6,0.316,0.302,0.503,0.133,0.164,1.136,15.2,22.3,3.6,-24.9,0.3,7.8,3.6,-4.6,-21.3,-28.7,-9.0,-29.6,-62.1,-61.5,28.0,35.1,16.4,-12.0,-167.5,-175.0,-170.7,-162.5,-145.8,-138.4,-158.2,-137.5,-49.3,-48.6,0.172,0.094,0.244,0.14,0.242,0.133,0.033,0.145,0.636,0.204,0.0,12.8,1.342,
22.4,12.06,12.06,False,12.06,0,True,18.21,3.27,2,31.4,19.4,174.7,161.1,side,8.6,1.0,1,1344,track,,176.8,168.1,13.7,8.9,179.6,177.8,176.6,145.7,179.7,169.6,165.6,109.9,148.7,155.1,169.7,14.0,14.6,151.4,122.6,159.7,138.3,173.6,155.3,163.1,83.0,138.7,24.7,19.8,14.1,77.4,0.426,0.357,0.398,0.161,0.099,1.075,12.1,18.2,3.3,-28.0,6.1,9.3,9.3,-2.6,-11.0,-33.9,-11.3,-23.5,52.9,-54.2,31.4,37.6,22.6,-8.7,-166.8,-169.9,-170.0,-158.0,-149.6,-126.7,-149.3,-137.1,72.3,-34.9,0.174,0.092,0.379,0.27,0.251,0.112,0.11,0.127,0.632,0.163,8.6,19.4,1.917,
22.5,7.56,7.56,False,7.56,0,True,15.63,-3.41,2,31.7,24.1,144.0,123.9,side,9.1,1.0,1,1350,track,,,171.8,,21.4,,179.3,169.8,78.0,177.8,110.2,171.7,107.3,172.9,141.0,169.5,30.0,25.4,102.2,109.9,152.2,134.3,178.8,149.4,153.3,123.5,121.6,81.7,44.9,44.4,74.0,0.9,0.601,0.399,0.205,0.284,1.086,7.6,15.6,-3.4,-10.5,,25.7,,17.5,-7.6,-82.3,-5.4,-27.9,-17.0,-49.1,31.7,39.7,20.7,13.6,,178.4,,-173.4,-148.3,-58.2,-150.5,-128.0,-138.9,-25.0,0.047,0.07,0.552,0.524,0.407,0.249,0.228,0.101,0.646,0.128,9.1,24.1,1.729,
22.6,4.45,4.45,False,4.45,0,True,11.32,-6.96,2,33.8,29.4,168.0,163.5,oblique,15.1,0.6,1,1356,track,,,175.4,41.4,22.6,,177.0,176.3,150.7,167.4,168.5,174.5,107.5,174.3,131.8,175.3,34.1,33.9,166.7,114.1,156.3,154.8,165.6,169.8,133.0,136.8,118.8,46.5,57.6,123.6,100.0,0.719,0.366,0.425,0.162,0.303,1.15,4.5,11.3,-7.0,-12.6,-31.2,25.3,,20.7,6.5,-26.6,-6.1,-38.1,17.2,-33.4,33.8,40.7,22.4,16.7,-119.4,-175.9,,-171.3,-157.1,-124.0,-144.5,-112.6,-167.9,-4.0,0.133,0.013,0.519,0.3,0.451,0.221,0.224,0.123,0.667,0.093,15.1,29.4,2.541,
22.7,1.51,1.51,False,1.51,0,True,9.36,-12.59,2,35.6,34.0,165.2,149.7,oblique,19.2,0.6,1,1362,track,,,168.9,,24.1,,177.9,176.9,122.5,169.2,161.2,155.2,120.2,167.5,145.7,174.1,31.2,30.5,144.0,126.6,156.2,143.7,176.3,167.9,151.9,137.8,128.7,44.7,56.4,108.5,109.5,0.677,0.405,0.437,0.201,0.314,1.128,1.5,9.4,-12.6,-0.1,,38.6,,27.5,8.1,-43.0,-2.7,-24.2,40.5,-68.9,35.6,43.4,21.5,33.9,,175.4,,-173.4,-154.0,-103.0,-143.3,-121.8,173.6,-34.9,0.096,0.064,0.654,0.4,0.504,0.28,0.289,0.109,0.683,0.063,19.2,34.0,2.291,
22.8,-1.3,-1.3,False,0.1,0,True,6.99,-14.73,2,36.3,37.6,158.6,160.5,oblique,21.2,0.6,1,1368,track,,168.8,145.4,11.3,8.5,155.5,171.2,177.3,143.7,173.7,143.4,169.1,167.3,177.8,148.2,159.8,19.3,6.8,165.5,134.3,146.5,142.2,164.4,137.9,168.1,134.6,173.2,28.5,12.7,23.7,44.1,0.668,0.376,0.439,0.282,0.067,1.015,-1.3,7.0,-14.7,-12.5,21.3,27.4,32.5,-7.2,7.3,-17.4,1.0,-54.0,19.7,-81.9,36.3,44.5,22.8,25.1,-163.8,-169.9,-175.0,-135.2,-149.7,-125.0,-143.4,-88.4,-162.2,-44.4,0.222,0.146,0.683,0.356,0.386,0.221,0.05,0.105,0.655,0.036,21.2,37.6,2.042,
22.9,,7.48,False,,0,True,,,2,66.7,59.2,172.8,144.5,frontal,34.8,0.1,2,1374,detector,,157.3,95.7,38.8,0.5,178.3,153.7,143.0,146.0,179.2,166.5,49.2,114.4,144.3,163.1,108.5,43.4,48.7,94.0,142.9,99.0,108.4,159.7,136.9,68.9,83.5,113.1,28.2,82.1,18.6,85.2,0.66,0.31,0.567,0.284,0.401,0.916,7.5,8.9,5.5,-30.1,-38.4,-11.4,-15.6,-84.3,-36.6,22.2,-37.4,8.7,5.7,66.2,66.7,68.1,64.7,29.1,-82.4,-109.4,-105.2,-25.1,-84.2,-143.0,-83.4,-129.5,64.9,125.4,0.285,0.19,0.75,0.451,0.215,0.249,0.271,0.043,0.653,0.089,34.8,59.2,2.956,
23.0,,32.99,True,,0,True,,,1,73.5,40.5,168.1,162.4,oblique,0.0,0.332,2,1380,track,,,51.9,31.1,38.6,,103.7,,,,,,,175.4,155.3,91.5,48.8,34.8,82.6,121.7,131.1,136.4,142.8,133.3,138.0,106.6,131.6,17.9,42.8,34.1,63.8,0.276,0.279,0.511,0.276,0.415,1.048,,,28.4,33.0,-50.8,1.8,,50.2,,,,,,,,,68.9,73.5,-88.7,-141.2,,90.7,,,,,,,0.275,0.164,0.213,0.267,0.589,0.163,0.372,0.116,0.569,0.39,0.0,40.5,0.837,
23.1,,,False,,0,True,,,,,,,,,,0.0,2,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.2,,,False,,0,True,,,,,,,,,,0.0,2,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.3,,,False,,0,True,,,,,,,,,,0.0,2,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.4,,,False,,0,True,,,,,,,,,,0.0,2,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.5,,,False,,0,True,,,,,,,,,,0.0,2,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.6,,,False,,0,True,,,,,,,,,,0.0,2,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.7,,,False,,0,True,,,,,,,,,,0.0,2,1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.8,,,False,,0,True,,,,,,,,,,0.0,2,1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.9,,-11.01,False,33.99,0,True,,,2,49.5,60.5,168.5,140.8,frontal,38.8,0.1,2,1434,detector,,,,,,,,160.2,121.4,169.1,167.9,103.4,137.5,158.7,152.7,112.2,14.7,27.8,111.5,71.1,149.1,123.0,164.6,164.1,127.6,103.2,129.9,76.3,16.7,82.6,66.5,0.749,0.461,0.121,0.327,0.194,1.043,-11.0,-4.6,-19.0,-40.4,,,,,41.7,-43.2,30.8,-31.1,49.9,-61.9,49.5,55.9,41.5,20.2,,,,,-161.2,-76.3,-150.3,-88.3,110.4,-1.4,0.129,0.025,0.832,0.487,0.132,0.264,0.156,0.142,0.643,-0.09,38.8,60.5,1.127,
24.0,33.99,33.99,False,30.28,0,True,45.56,17.28,2,53.2,19.2,170.0,141.6,oblique,4.2,0.6,2,1440,track,,,165.2,,29.1,,170.7,118.8,164.5,176.6,163.5,115.0,177.0,142.3,170.8,158.9,3.5,38.5,112.8,47.5,103.1,137.0,132.7,139.7,127.6,115.8,140.0,43.1,43.7,19.3,64.5,0.762,0.404,0.409,0.21,0.218,0.953,34.0,45.6,17.3,-20.4,,1.5,,-13.3,-69.7,-12.1,-73.1,-28.6,-1.3,-27.5,53.2,64.8,36.5,-1.2,,-162.3,,-147.5,-91.1,-148.7,-87.6,-132.1,18.0,-133.3,0.385,0.228,0.815,0.557,0.443,0.148,0.19,0.149,0.509,0.42,4.2,19.2,1.187,
24.1,26.57,26.57,False,31.0,0,True,40.78,7.92,1,50.9,24.3,158.1,147.0,oblique,,0.6,2,1446,track,,,66.9,57.3,26.8,,,123.3,170.7,150.7,165.5,154.6,179.5,147.9,105.7,59.8,51.7,46.6,129.2,137.5,111.3,156.1,129.4,154.3,133.3,118.6,136.2,46.3,88.9,27.7,61.6,0.863,0.428,0.199,0.321,0.387,1.001,26.6,40.8,7.9,-24.2,-57.9,11.2,,-78.1,-57.3,-6.3,-86.5,-20.8,-26.5,-14.1,50.9,65.1,32.2,0.1,-97.8,-167.0,,-53.8,-98.5,-149.4,-69.2,-134.9,-2.2,-141.6,0.315,0.198,0.846,0.515,0.155,0.291,0.362,0.176,0.555,0.346,,24.3,1.128,
24.2,31.0,31.0,False,26.57,0,True,46.18,10.05,2,48.4,17.4,175.6,143.5,oblique,8.5,0.6,2,1452,track,,,91.7,,22.3,,134.0,107.9,179.0,177.9,173.4,143.3,172.1,145.8,140.7,96.9,19.1,32.1,107.8,90.8,105.5,141.3,139.1,143.7,134.4,120.4,135.6,41.0,27.4,31.0,70.8,0.772,0.382,0.202,0.298,0.238,0.961,31.0,46.2,10.1,-24.2,,5.8,,-82.5,-76.0,-15.5,-73.9,-22.1,-37.3,-29.4,48.4,63.6,27.4,-6.8,,-168.4,,-80.1,-86.6,-147.1,-88.7,-140.5,-19.9,-133.2,0.284,0.187,0.827,0.519,0.199,0.247,0.179,0.173,0.533,0.399,8.5,17.4,1.265,
24.3,24.08,24.08,False,27.54,0,True,35.53,5.93,2,40.8,16.8,163.7,151.4,oblique,11.9,0.534,2,1458,track,,163.4,174.3,17.6,21.7,172.4,170.7,,140.5,,166.9,,154.3,158.0,163.9,165.6,19.7,54.5,122.5,86.1,154.3,117.5,162.5,154.9,156.4,110.5,152.7,55.1,69.4,20.2,56.9,0.685,0.412,0.588,0.178,0.389,1.065,24.1,35.5,5.9,-16.1,-13.0,1.2,3.6,6.8,,-60.0,,-73.1,-61.2,-83.0,40.8,52.3,22.7,0.7,-150.2,-164.4,-166.8,-170.1,,-103.2,,-90.1,-102.0,-80.3,0.326,0.106,0.649,0.213,0.526,0.129,0.294,0.184,0.579,0.318,11.9,16.8,1.376,
24.4,,,False,,0,True,,,,,,,,,,0.0,2,1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5,,11.33,False,,0,True,,,2,40.5,29.2,144.7,142.3,frontal,33.2,0.072,2,1470,full,,,,,44.3,,,,,,,,,106.9,158.1,163.7,20.5,50.2,132.3,40.3,143.0,151.1,166.0,150.8,165.4,107.3,125.7,70.3,36.2,47.3,91.3,0.558,0.408,0.308,0.28,0.365,1.001,,,21.1,-52.1,,15.2,,,,,,,51.2,,,,50.3,-22.9,,-166.0,,,,,,,157.9,,0.123,0.073,0.803,0.628,0.406,0.201,0.417,0.278,0.608,0.07,33.2,29.2,2.503,
24.6,,11.98,False,5.44,0,True,,,2,38.5,26.6,166.6,161.1,frontal,31.5,0.1,2,1476,detector,,,157.9,,34.2,,175.4,143.8,178.5,177.6,155.7,139.3,175.1,126.1,165.0,166.4,17.1,44.7,82.4,92.2,133.9,154.1,155.8,144.4,115.0,102.6,107.8,17.5,59.4,22.3,101.1,0.566,0.241,0.592,0.256,0.327,1.007,12.0,18.2,4.2,-49.7,,24.7,,2.6,-35.2,-11.0,-37.7,13.3,-58.3,45.9,38.5,44.8,30.8,-23.1,,-178.2,,-156.1,-118.2,-142.5,-115.8,-166.7,-31.8,160.7,0.208,0.126,0.547,0.249,0.423,0.219,0.198,0.116,0.625,0.157,31.5,26.6,2.022,
24.7,5.44,5.44,False,9.71,0,True,13.55,-5.81,2,22.5,17.1,175.0,160.3,oblique,20.6,0.513,2,1482,detector,,,148.9,,10.2,,,177.6,143.0,177.8,172.3,147.6,163.3,156.7,174.0,164.5,30.1,46.1,104.7,81.0,114.3,109.6,120.1,126.1,105.5,70.3,144.1,47.1,77.5,13.1,71.1,0.264,0.14,0.627,0.257,0.328,0.934,5.4,13.5,-5.8,-29.1,,10.9,,-20.2,7.7,-36.3,5.5,-28.5,59.5,,22.5,30.6,11.2,-12.1,,-173.9,,-142.7,-170.6,-126.7,-168.4,-134.4,137.6,,0.236,0.143,0.276,0.082,0.417,0.234,0.106,0.213,0.653,0.096,20.6,17.1,2.323,
24.8,13.99,13.99,False,9.71,0,True,24.06,-0.02,2,27.7,13.7,162.2,153.9,oblique,16.4,0.6,2,1488,detector,,,178.0,,13.7,,176.4,141.3,166.5,170.8,153.6,148.3,171.7,138.8,164.1,167.2,49.3,59.5,120.0,101.1,129.7,116.3,142.7,123.9,124.5,112.5,137.9,15.6,105.4,3.6,67.8,0.473,0.264,1.022,0.455,0.478,1.0,14.0,24.1,-0.0,-41.2,,7.0,,5.0,-33.4,-20.2,-42.6,6.2,-59.4,-7.1,27.7,37.7,13.6,-27.6,,-173.3,,-171.4,-133.0,-146.1,-123.8,-172.5,-45.7,-159.2,0.298,0.167,0.505,0.252,0.842,0.393,0.323,0.139,0.617,0.196,16.4,13.7,2.769,
24.9,,,False,,0,True,,,,,,,,,,0.0,2,1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,7.81,7.81,False,1.93,0,True,18.85,-7.08,2,9.3,1.5,163.9,146.2,side,2.2,1.0,2,1500,detector,,,,,,,,141.6,150.7,167.8,160.0,145.2,176.6,167.8,171.7,119.2,46.9,42.7,104.6,131.2,137.9,127.6,135.7,130.1,140.5,119.7,130.6,19.4,95.6,19.4,66.9,0.412,0.301,0.622,0.375,0.403,1.064,7.8,18.9,-7.1,-19.3,,,,,-28.6,-25.3,-16.4,-5.2,-78.5,-11.5,9.3,20.3,-5.6,-17.8,,,,,-149.9,-153.2,-162.1,-173.3,-100.0,-167.0,0.189,0.128,0.231,0.203,0.183,0.328,0.203,0.147,0.645,0.127,2.2,1.5,2.487,
25.1,-3.94,-3.94,False,1.93,0,True,3.94,-16.97,2,-1.1,2.9,174.4,158.0,oblique,14.3,0.6,2,1506,detector,,176.3,139.6,13.4,2.4,179.1,169.1,144.1,171.9,172.5,176.3,160.5,174.5,171.3,173.4,146.1,25.8,6.0,139.3,132.0,149.3,166.6,158.1,149.0,144.8,116.1,110.6,14.4,25.6,4.9,107.6,0.345,0.199,0.28,0.207,0.186,1.18,-3.9,3.9,-17.0,-25.6,5.9,12.4,9.7,-27.9,-16.6,6.8,-9.1,3.1,-56.7,7.3,-1.1,6.8,-14.1,-22.7,176.9,170.4,173.2,-149.2,-160.5,176.1,-168.0,179.8,-120.4,175.6,0.137,0.108,0.302,0.221,0.081,0.08,0.179,0.132,0.682,-0.012,14.3,2.9,1.756,
25.2,,-14.72,True,,0,True,,,1,-9.0,5.7,170.9,157.4,side,0.0,0.51,2,1512,detector,,,,,,,,,,,,,,178.9,135.1,36.6,75.4,6.3,126.3,108.7,158.6,148.8,169.5,160.3,159.5,143.6,136.4,12.1,86.3,51.2,29.1,0.172,0.15,0.261,0.552,0.382,1.084,-14.7,-7.2,-24.7,-25.8,,,,,,,,,17.7,4.3,-9.0,-1.5,-19.0,-20.1,,,,,,,,,168.0,-178.6,0.119,0.054,0.123,0.038,0.13,0.436,0.326,0.168,0.657,-0.143,0.0,5.7,0.67,
25.3,,,False,,0,True,,,,,,,,,,0.0,2,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.4,2.66,2.66,False,5.0,0,True,6.94,-3.43,1,-3.7,-6.4,162.2,157.2,side,0.0,1.0,2,1524,detector,,,157.0,,8.6,,74.3,164.4,150.0,170.2,154.2,143.1,140.0,167.6,171.1,147.4,16.3,30.5,159.8,98.2,164.7,132.1,164.6,125.5,132.8,111.5,131.4,38.2,42.9,0.3,69.8,0.321,0.368,0.581,0.118,0.293,1.095,2.7,6.9,-3.4,-15.8,,-6.0,,17.0,-11.4,-27.3,-1.5,-1.6,-70.9,-67.8,-3.7,0.6,-9.8,-22.1,,179.6,,156.6,-175.0,-159.0,175.2,175.2,-115.5,-118.5,0.058,0.04,0.082,0.184,0.257,0.062,0.202,0.178,0.671,0.041,0.0,-6.4,1.367,
25.5,7.33,7.33,False,4.82,0,True,15.53,-4.62,1,-3.3,-10.6,161.4,151.3,side,0.0,1.0,2,1530,track,,,177.6,,3.8,,163.5,155.6,146.9,162.0,160.8,142.1,142.9,156.6,161.8,158.1,11.6,24.1,145.3,112.2,154.3,151.2,164.0,157.9,149.0,118.8,129.3,3.8,36.3,6.0,82.1,0.215,0.214,0.524,0.18,0.211,1.193,7.3,15.5,-4.6,-28.0,,5.3,,2.9,-24.1,-23.9,-6.1,-4.8,-69.9,-63.4,-3.3,4.9,-15.2,-38.6,,164.1,,166.5,-166.5,-166.7,175.5,174.2,-120.7,-127.2,0.081,0.021,0.039,0.011,0.241,0.103,0.134,0.185,0.645,0.108,0.0,-10.6,1.309,
25.6,4.82,4.82,False,6.08,0,True,12.71,-4.98,2,-4.4,-9.3,173.8,159.2,side,5.7,1.0,2,1536,track,,,69.7,,17.4,,131.6,158.9,159.4,169.8,177.8,177.0,159.2,148.2,125.1,77.5,37.8,14.2,99.4,95.0,158.3,153.6,175.4,166.2,163.3,113.0,123.7,3.4,33.0,11.4,91.0,0.083,0.135,0.214,0.414,0.33,1.106,4.8,12.7,-5.0,-36.8,,-9.6,,-60.1,-19.1,-12.8,-8.9,-10.6,-25.4,-71.6,-4.4,3.5,-14.2,-46.1,,-179.7,,-69.4,-170.2,-176.5,179.7,-178.6,-163.9,-117.7,0.067,0.031,0.047,0.064,0.053,0.306,0.303,0.185,0.644,0.074,5.7,-9.3,1.274,
25.7,,,False,,0,True,,,,,,,,,,0.0,2,1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.8,,,False,,0,True,,,,,,,,,,0.0,2,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.9,,,False,,0,True,,,,,,,,,,0.0,2,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,,,False,,0,True,,,,-84.5,,105.9,23.6,side,,0.0,2,1560,full,,,,,,,,,10.0,,38.9,,160.6,113.8,105.8,81.7,24.2,20.0,85.5,154.6,40.4,36.9,169.0,55.6,163.7,117.8,86.9,54.4,41.4,41.2,98.3,0.855,0.266,0.306,0.283,0.387,0.176,,,,,,,,,,,,,,,,,-40.6,25.6,,,,,,-39.6,,179.4,15.5,155.3,1.008,0.264,9.562,3.008,2.425,1.783,3.206,1.124,,,,,,
26.1,11.6,11.6,False,9.79,0,True,20.93,0.15,2,6.1,-5.5,174.3,156.0,side,10.6,1.0,2,1566,track,,,176.3,8.4,16.2,,180.0,172.1,139.8,175.5,173.0,174.7,130.9,166.2,159.6,166.9,10.4,12.7,152.3,124.3,169.2,128.5,170.9,162.6,160.5,105.0,157.7,32.9,30.7,28.0,64.3,0.454,0.382,0.211,0.133,0.161,1.063,11.6,20.9,0.1,-13.7,-10.2,17.9,,14.1,-9.7,-38.6,-14.2,-31.6,14.6,-70.0,6.1,15.4,-5.4,-19.2,-175.3,156.6,,160.3,-175.8,-146.9,-171.3,-153.9,159.8,-75.5,0.126,0.101,0.41,0.277,0.104,0.075,0.13,0.158,0.615,0.169,10.6,-5.5,2.095,
26.2,7.97,7.97,False,11.6,0,True,16.29,-2.96,2,6.3,-1.7,169.7,164.3,side,9.0,1.0,2,1572,track,,178.6,171.3,8.4,2.9,177.8,171.2,172.2,156.4,174.7,164.6,179.0,160.3,162.7,163.0,155.0,15.5,6.1,151.0,141.3,163.6,138.1,159.3,167.7,148.2,109.1,149.4,20.1,19.9,14.6,74.7,0.323,0.303,0.287,0.195,0.105,1.088,8.0,16.3,-3.0,-20.3,9.3,8.0,7.9,16.7,-6.9,-18.6,-12.2,-33.9,22.2,-59.1,6.3,14.6,-4.6,-21.9,169.1,170.4,170.5,161.7,-174.7,-163.1,-169.5,-147.7,156.2,-60.7,0.131,0.1,0.316,0.221,0.103,0.077,0.074,0.155,0.624,0.131,9.0,-1.7,1.675,
26.3,12.29,12.29,False,12.29,0,True,20.41,-0.42,2,14.5,2.2,174.1,158.1,side,5.8,1.0,2,1578,track,,179.8,156.6,12.8,6.5,176.1,171.9,172.8,143.4,175.9,172.2,158.8,111.9,153.0,155.7,151.1,22.3,4.1,151.5,127.5,155.2,134.5,175.5,161.3,149.9,113.3,134.2,28.1,18.3,18.0,93.2,0.37,0.351,0.379,0.266,0.087,1.104,12.3,20.4,-0.4,-27.4,9.9,10.1,10.1,-13.3,-10.0,-33.0,-14.1,-25.2,84.0,-46.7,14.5,22.6,1.8,-25.2,172.3,172.2,172.2,-164.4,-167.7,-144.8,-163.7,-152.6,86.3,-44.4,0.17,0.123,0.308,0.248,0.29,0.166,0.048,0.136,0.638,0.181,5.8,2.2,1.41,
